brand,model,price,rating,os,ram_gb,cpu_brand,cpu_name,cpu_speed_ghz,cpu_gen,cpu_cores,cpu_threads,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,cpu_family,cpu_series,cpu_model_id,cpu_suffix,storage_gb,storage_type,secondary_storage,gpu_brand,gpu_name,gpu_vram_gb,gpu_type,gpu_series,gpu_model_id,display_size_inch,display_width_px,display_height_px,display_ppi,screen_resolution,is_touchscreen,has_ips_panel,has_retina_display,color,special_features,device_category,ram_type,warranty,weight,rating_review_text,total_processors,execution_units,energy_eff_units,low_power_cores,graphics_integrated,source_file
msi,MSI Modern 15 B7M-427IN,44990,57.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 82XM00QDIN,42490,63.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,5625U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 3 83K100CJIN,67990,55.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,13620H,H,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Pro 5 83D2004XIN Gaming,110990,66.0,Windows,32.0,Intel,,,,16.0,22.0,6.0,8.0,2.0,Core Ultra,Core Ultra 9,185H,H,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus VivoBook 14 X409FJ-EK501T,57524,54.0,Windows,8.0,Intel,,,,4.0,8.0,,,,Core,Core I5,8265U,U,512.0,,,NVIDIA,,2.0,Dedicated,GeForce MX,MX 230,14.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 15 B7M-428IN,37990,54.0,Windows,8.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell 16 Alienware X16 R2 Gaming,288490,80.0,Windows,32.0,Intel,,,,16.0,22.0,6.0,8.0,2.0,Core Ultra,Core Ultra 9,185H,H,1024.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 4070,16.0,2560.0,1600.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
acer,Acer Aspire Lite 15 AL15-41,27999,52.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 3,5300U,U,256.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
dell,Dell 16 Inspiron 5640,90545,55.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core 7,150U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,16.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Victus ‎15-fb0180AX Gaming,62999,63.0,Windows,8.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,5600H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP ‎15-fd0468TU,66990,55.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I7,1355U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP 250 G10 ‎B10M3AT,44862,50.0,DOS,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1315U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP 250R G9 ‎B10M4AT,52978,54.0,DOS,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo V15 G4 ‎82C70081GE,35490,61.0,Windows,16.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7520U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 14 C7M-285IN,49990,55.0,Windows,16.0,AMD,,,,8.0,16.0,,,,Ryzen,Ryzen 7,7730U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 14 C7M-284IN,38990,54.0,Windows,8.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 15 B7M-445IN,37989,57.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7430U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
msi,MSI Katana A15 AI B8VE-481IN Gaming,81929,69.0,Windows,16.0,AMD,,,,8.0,16.0,,,,Ryzen,Ryzen 7,8840H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 4050,15.0,1920.0,1080.0,,,,,,,,Gaming,,2.0,,,,,,,,laptops.csv
msi,MSI Cyborg 15 A12UCX-1469IN Gaming,62990,66.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,12450H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 2050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 14 C7M-283IN,39490,55.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 15 B12MO-1049IN,35511,52.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus ROG Strix G16 G614JU-N4200WS Gaming,135990,71.0,Windows,16.0,Intel,,,,14.0,20.0,6.0,8.0,,Core,Core I7,13650HX,HX,1024.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 4050,16.0,1920.0,1200.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP 14-em0214AU,46499,54.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo ThinkPad E14 21JRS0JG00,53490,60.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,7530U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1200.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo LOQ 2024 15ARP9 83JC00EFIN Gaming,71990,65.0,Windows,24.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7235HS,HS,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP Envy x360 14-fa0986AU,141999,74.0,Windows,32.0,AMD,,,,8.0,16.0,,,,Ryzen,Ryzen 7,8840HS,HS,1024.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,2880.0,1800.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
dell,Dell Latitude 3540,37490,47.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,15.0,1366.0,768.0,,,,,,,,Business,,1.0,,,,,,,,laptops.csv
hp,HP 245 G10 B0WM3PT,25843,52.0,DOS,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7520U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1366.0,768.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Chromebook CX1400CKA-NK0488,23799,34.0,Chrome,4.0,Intel,,,,2.0,2.0,,,,Celeron,Celeron,N4500,,128.0,,,Intel,,,Integrated,UHD,UHD Graphics,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Pavilion x360 14-ek1149TU,88699,61.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,1024.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1080.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 16 X1605VA-MB1628WS,66890,54.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,13620H,H,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,16.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus TUF Gaming A15 FA566NCR-HN254WS,67400,66.0,Windows,16.0,AMD,,,,8.0,16.0,,,,Ryzen,Ryzen 7,7435HS,HS,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus TUF Gaming F16 FX607VB-RL087WS,70990,61.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core 5,210H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050A,16.0,1920.0,1200.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus TUF Gaming F16 FX607VB-RL076WS,70990,61.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core 5,210H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050A,16.0,1920.0,1200.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus TUF Gaming A14 FA401WV-RG475WS Gaming,149990,55.0,Windows,16.0,AMD,,,,12.0,24.0,,,,Ryzen,Ryzen Ai 9,HX370,,1024.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 4060,14.0,2560.0,1600.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad 3 15IAU7 82RK019GIN,32990,54.0,Windows,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook Go 15 E1504FA-NJ131WS,30740,50.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 3,7320U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook Go 15 E1504FA-NJ132WS,34750,51.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7520U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo Legion 5 15IRX9 83JJ0010IN Gaming,122990,70.0,Windows,24.0,Intel,,,,14.0,20.0,6.0,8.0,,Core,Core I7,13650HX,HX,512.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 4060,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro NP940XHA-LG1IN,131990,70.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 5,226V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro np940xha-lg3in/,171990,75.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro 16 NP960XHA-LG3IN,181990,75.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,16.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro 360 np960qha-kg3in,155990,68.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 5,226V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,16.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 360 np750qha-lg1in,107990,61.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 5,226V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro 360 np960qha-kg4in,195990,77.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,16.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro 360 np960qha-kg1in,163990,71.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 7,256V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,16.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 Pro np940xha-lg2in,139990,70.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 7,256V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,14.0,2880.0,1800.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 360 np750qha-lg4in,154990,72.0,Windows,32.0,Intel,,,,8.0,8.0,4.0,4.0,,Core Ultra,Core Ultra 7,258V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 360 NP750QHA-LG3IN,134999,70.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 7,256V,V,1024.0,,,Intel,,,Integrated,Arc,Arc Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
samsung,Samsung Galaxy Book 5 360 NP750QHA-LG2IN,122990,69.0,Windows,16.0,Intel,,,,8.0,8.0,4.0,,4.0,Core Ultra,Core Ultra 7,256V,V,512.0,,,Intel,,,Integrated,Arc,Arc Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
acer,Acer ALG ‎AL15G-53 15 Gaming,62115,62.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
acer,Acer ALG 15 ‎AL15G-53 Gaming,66999,62.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,1024.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
acer,Acer 16 Predator Helios 16 ‎PH16-72 Gaming,155000,79.0,Windows,16.0,Intel,,,,20.0,28.0,8.0,12.0,,Core,Core I7,14700HX,HX,1024.0,,,NVIDIA,,8.0,Dedicated,GeForce RTX,RTX 4070,16.0,2560.0,1600.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo Yoga Slim 7 14Q8X9 83ED0065IN,92990,60.0,Windows,32.0,Snapdragon,,,,10.0,10.0,,,,Snapdragon,Snapdragon X,Plus X1P-64-100,,1024.0,,,Qualcomm,,,Integrated,Adreno,Adreno GPU,14.0,2944.0,1840.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo LOQ 2024 15IRX9 83DV00X4IN Gaming,87990,66.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I5,13450HX,HX,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 4050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
apple,Apple MacBook Air M4 2025 15,157490,52.0,Mac,24.0,Apple,,,,10.0,10.0,4.0,6.0,,M-Series,M4,M4,,512.0,,,Apple,,,Integrated,Apple GPU,Apple 10-Core GPU,15.0,2880.0,1864.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
apple,Apple MacBook Air 2025 15,138490,50.0,Mac,16.0,Apple,,,,10.0,10.0,4.0,6.0,,M-Series,M4,M4,,512.0,,,Apple,,,Integrated,Apple GPU,Apple 10-Core GPU,15.0,2880.0,1864.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
apple,Apple MacBook Air 15 2025,119490,46.0,Mac,16.0,Apple,,,,10.0,10.0,4.0,6.0,,M-Series,M4,M4,,256.0,,,Apple,,,Integrated,Apple GPU,Apple 10-Core GPU,15.0,2880.0,1864.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
apple,Apple MacBook Air 2025 (M4 / 24GB / 512GB / Apple 10-Core GPU / Mac),130900,50.0,Mac,24.0,Apple,,,,10.0,10.0,4.0,6.0,,M-Series,M4,M4,,512.0,,,Apple,,,Integrated,Apple GPU,Apple 10-Core GPU,13.0,2560.0,1664.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
apple,Apple MacBook Air 2025 (M4 / 16GB / 512GB / Apple 10-Core GPU / Mac),110900,47.0,Mac,16.0,Apple,,,,10.0,10.0,4.0,6.0,,M-Series,M4,M4,,512.0,,,Apple,,,Integrated,Apple GPU,Apple 10-Core GPU,13.0,2560.0,1664.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus VivoBook 14 X1404VA-NK804WS,43990,52.0,Windows,8.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus VivoBook 14 X1404VA-NK760WS,34750,52.0,Windows,8.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1315U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 15 X1502VA-BQ837WS,64990,52.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,13620H,H,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 15 X1502VA-BQ838WS,64990,52.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,13620H,H,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
hp,HP Victus 15-fb2703tx Gaming,65047,63.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 2050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP Victus 15-FA1415TX  Gaming,75119,63.0,Windows,16.0,Intel,,,,10.0,16.0,6.0,4.0,,Core,Core I7,12650H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050A,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
msi,MSI Modern 14 C12MO-1248IN,35999,54.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1215U,U,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Zbook Firefly 14 G10 918R5PA Workstation,87999,64.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1200.0,,,,,,,,General,,3.0,,,,,,,,laptops.csv
hp,HP Pavilion AI 14-ew1112TU,78990,64.0,Windows,16.0,Intel,,,,14.0,18.0,4.0,8.0,2.0,Core Ultra,Core Ultra 5,125H,H,512.0,,,Intel,,,Integrated,Integrated Graphics,Integrated Graphics,14.0,2560.0,1600.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP Pavilion x360 14-ek1148TU,74490,60.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1080.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
hp,HP Pavilion x360 14-ek1151TU,73490,66.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,1024.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1080.0,,,,,,,,Convertible,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo LOQ ‎15IRX9 83DV00XEIN Gaming,91790,66.0,Windows,16.0,Intel,,,,14.0,20.0,6.0,8.0,,Core,Core I7,13650HX,HX,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo LOQ 15IAX9 83GS00LJIN Gaming,58770,62.0,Windows,12.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,12450HX,HX,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 2050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
hp,HP Pavilion Plus 14-ew0107TU,61999,57.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1335U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,14.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
hp,HP 15-fd0466tu,46290,52.0,Windows,8.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,15.0,1920.0,1080.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo LOQ 15IAX9 83GS00LLIN Gaming,74990,65.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,12450HX,HX,512.0,,,NVIDIA,,6.0,Dedicated,GeForce RTX,RTX 3050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook A14 UX3407RA-QD054WS,89990,53.0,Windows,16.0,Snapdragon,,,,12.0,12.0,,,,Snapdragon,Snapdragon X,Elite X1E 78 100,,512.0,,,Qualcomm,,,Integrated,Adreno,Adreno GPU,14.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Zenbook A14 UX3407QA-QD259WS,83990,51.0,Windows,16.0,Snapdragon,,,,10.0,10.0,,,,Snapdragon,Snapdragon X,X1 26 100,,512.0,,,Qualcomm,,,Integrated,Adreno,Adreno GPU,14.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 16 X1607QA-MB050WS,58990,43.0,Windows,16.0,Snapdragon,,,,10.0,10.0,,,,Snapdragon,Snapdragon X,X1 26 100,,512.0,,,Qualcomm,,,Integrated,Adreno,Adreno GPU,16.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
dell,Dell Inspiron 5640,63990,60.0,Windows,16.0,Intel,,,,10.0,12.0,2.0,8.0,,Core,Core I5,1334U,U,512.0,,,Intel,,,Integrated,Iris Xe,Iris Xe Graphics,16.0,1920.0,1200.0,,,,,,,,General,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 16X K3605VC-RP413WS,64950,60.0,Windows,16.0,Intel,,,,8.0,12.0,4.0,4.0,,Core,Core I5,13420H,H,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 3050,16.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook Go 14 E1404FA-NK3321WS,30990,50.0,Windows,8.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 3,7320U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook 15 X1504VA-NJ2325WS,38990,48.0,Windows,16.0,Intel,,,,6.0,8.0,2.0,4.0,,Core,Core I3,1315U,U,512.0,,,Intel,,,Integrated,UHD,UHD Graphics,15.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
asus,Asus Vivobook Go 14 E1404FA-NK5542WS,40990,55.0,Windows,16.0,AMD,,,,4.0,8.0,,,,Ryzen,Ryzen 5,7520U,U,512.0,,,AMD,,,Integrated,Radeon,Radeon,14.0,1920.0,1080.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
hp,HP Victus 15-fb3003AX Gaming,61900,70.0,Windows,16.0,AMD,,,,6.0,12.0,,,,Ryzen,Ryzen 5,8645HS,HS,512.0,,,NVIDIA,,4.0,Dedicated,GeForce RTX,RTX 2050,15.0,1920.0,1080.0,,,,,,,,Gaming,,1.0,,,,,,,,laptops.csv
lenovo,Lenovo IdeaPad Slim 5 13ARP10 83J2000HIN,59699,59.0,Windows,16.0,AMD,,,,8.0,16.0,,,,Ryzen,Ryzen 7,7735HS,HS,512.0,,,AMD,,,Integrated,Radeon,Radeon,13.0,1920.0,1200.0,,,,,,,,Thin & Light,,1.0,,,,,,,,laptops.csv
